id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
60675498,,35000,35000,35000.0, 60 months, 14.65%,826.24,C,C5,RN,10+ years,OWN,90000.0,Source Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60675498,,debt_consolidation,Debt consolidation,310xx,GA,6.48,0,Jul-1999,765,769,0,,,13,0,11651,37.6%,28,w,0.0,0.0,8134.17,8134.17,2883.68,2871.51,41.31,2337.67,420.7806,May-2016,826.24,,Jul-2018,599,595,0,,1,Individual,,,,0,0,216412,,,,,,,,,,,,31000,,,,3,21641,14005.0,42.8,0,0,84.0,194,16,16,5,24.0,,0.0,,0,3,5,6,12,2,12,21.0,5,13,0.0,0,0,0,100.0,16.7,0,0,249864,11651,24500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
55482303,,6000,6000,6000.0, 36 months, 12.69%,201.27,C,C2,Associate Director,5 years,RENT,87000.0,Verified,Jul-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55482303,,debt_consolidation,Debt consolidation,112xx,NY,14.69,1,Aug-1995,670,674,1,16.0,79.0,19,1,15466,47.9%,50,w,0.0,0.0,1603.33,1603.33,560.08,246.37,0.0,796.88,143.4384,Dec-2015,211.1,,Oct-2016,544,540,0,,1,Individual,,,,0,0,168625,,,,,,,,,,,,32300,,,,11,8875,5449.0,70.4,0,0,239.0,75,11,2,0,23.0,,5.0,,0,6,10,6,6,39,11,11.0,10,19,0.0,0,0,5,98.0,16.7,1,0,180412,168625,18400,148112,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
60955337,,35000,35000,35000.0, 36 months,  9.99%,1129.19,B,B3,"Executive Director, HR",2 years,MORTGAGE,183500.0,Source Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60955337,,credit_card,Credit card refinancing,060xx,CT,13.42,0,Sep-1998,720,724,0,,,11,0,40125,82.9%,22,w,0.0,0.0,40327.5101067337,40327.51,35000.0,5327.51,0.0,0.0,0.0,Jan-2018,10943.08,,Aug-2020,694,690,0,,1,Individual,,,,0,0,225094,,,,,,,,,,,,48400,,,,1,22509,5876.0,83.9,0,0,154.0,204,29,13,2,29.0,,13.0,,0,3,5,5,7,10,7,10.0,5,11,0.0,0,0,0,100.0,50.0,0,0,272807,71860,36400,53407,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
46556726,,7325,7325,7325.0, 36 months, 19.52%,270.44,E,E3,Photographer,< 1 year,RENT,17500.0,Source Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46556726,,credit_card,Credit card refinancing,306xx,GA,16.05,5,Sep-2009,670,674,1,13.0,,11,0,2112,29.3%,21,w,0.0,0.0,9746.650075305,9746.65,7325.0,2421.65,0.0,0.0,0.0,May-2018,270.21,,Jan-2020,639,635,0,13.0,1,Individual,,,,0,0,34472,,,,,,,,,,,,7200,,,,4,3447,893.0,69.2,0,0,66.0,67,3,3,0,3.0,13.0,3.0,13.0,0,3,4,4,5,12,8,9.0,4,11,0.0,0,2,2,75.0,50.0,0,0,40808,34472,2900,33608,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
58410590,,17000,17000,17000.0, 60 months,  9.99%,361.12,B,B3,Server,5 years,RENT,75000.0,Not Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58410590,,debt_consolidation,Debt consolidation,945xx,CA,26.77,0,Jun-2000,730,734,1,33.0,,14,0,10140,27.2%,27,w,0.0,0.0,17903.21,17903.21,17000.0,903.21,0.0,0.0,0.0,Mar-2016,16107.05,,Mar-2020,744,740,0,45.0,1,Individual,,,,0,0,60469,,,,,,,,,,,,37300,,,,7,4319,13642.0,34.7,0,0,154.0,182,5,5,0,5.0,33.0,5.0,33.0,0,6,10,7,14,6,12,21.0,10,14,0.0,0,0,3,84.6,0.0,0,0,118934,60469,20900,81634,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
39420287,,32000,32000,32000.0, 60 months, 15.59%,771.23,D,D1,Deputy Sheriff,6 years,MORTGAGE,69904.0,Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39420287,,debt_consolidation,Debt consolidation,786xx,TX,27.63,0,Apr-2003,705,709,1,,,10,0,25031,73.4%,37,w,0.0,0.0,46014.087294490804,46014.09,32000.0,14014.09,0.0,0.0,0.0,Jul-2019,5208.19,,Jul-2019,814,810,0,,1,Individual,,,,0,0,176926,,,,,,,,,,,,34100,,,,3,17693,5398.0,82.1,0,0,133.0,141,1,1,3,18.0,,1.0,,0,4,5,4,9,19,6,15.0,5,10,0.0,0,0,1,100.0,75.0,0,0,208489,51374,30200,43039,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
57044993,,19200,19200,19200.0, 60 months, 18.55%,493.32,E,E2,Registered Nurse,3 years,OWN,75000.0,Source Verified,Aug-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57044993,,other,Other,115xx,NY,19.87,0,Apr-2007,685,689,1,,,11,0,18062,92.2%,17,w,0.0,0.0,1460.17,1460.17,598.72,861.45,0.0,0.0,0.0,Nov-2015,493.32,,May-2019,654,650,0,,1,Individual,,,,0,0,69076,,,,,,,,,,,,19600,,,,1,6280,1538.0,92.2,0,0,92.0,99,38,9,0,38.0,,0.0,,0,5,5,5,7,10,5,7.0,5,11,0.0,0,0,1,100.0,80.0,0,0,73018,69076,19600,53418,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
65994397,,14200,14200,14150.0, 60 months, 18.99%,368.28,E,E3,director of development,3 years,MORTGAGE,75000.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65994397,,debt_consolidation,Debt consolidation,112xx,NY,31.02,0,May-2002,680,684,1,,,7,0,31368,99%,18,f,0.0,0.0,4262.24,4247.23,1376.97,1907.59,0.0,977.68,175.98239999700002,Sep-2016,368.28,,Jul-2018,629,625,0,,1,Individual,,,,0,0,510167,,,,,,,,,,,,31650,,,,3,72881,7913.0,99.0,0,0,50.0,162,14,14,1,14.0,,4.0,,0,4,4,10,10,4,4,10.0,4,7,,0,0,0,100.0,100.0,0,0,526076,68180,31650,6369,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
41429660,,24000,24000,24000.0, 60 months, 13.33%,550.14,C,C3,Owner,10+ years,MORTGAGE,100000.0,Source Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41429660,,home_improvement,Home improvement,926xx,CA,8.65,0,Aug-1993,695,699,0,41.0,,9,0,8019,34.1%,22,w,0.0,0.0,28229.38,28229.38,24000.0,4229.38,0.0,0.0,0.0,Jul-2016,19444.91,,Mar-2020,664,660,1,,1,Individual,,,,0,1374,429189,,,,,,,,,,,,23500,,,,5,53649,4621.0,51.4,0,0,228.0,258,12,10,1,12.0,,3.0,41.0,0,2,3,3,5,7,7,14.0,3,9,0.0,0,0,2,94.1,0.0,0,0,454549,20689,9500,14049,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
59102423,,16575,16575,16575.0, 60 months, 13.33%,379.94,C,C3,Relationship Banker,9 years,RENT,50000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59102423,,credit_card,Credit card refinancing,926xx,CA,4.97,0,Aug-2000,675,679,0,,94.0,6,1,10994,67.9%,16,w,0.0,0.0,22381.962837280098,22381.96,16575.0,5806.96,0.0,0.0,0.0,Jul-2019,5315.35,,Jul-2019,634,630,0,,1,Individual,,,,0,0,10994,,,,,,,,,,,,16200,,,,3,1832,5206.0,67.9,0,0,180.0,167,9,9,0,9.0,,,,0,4,4,6,9,7,6,9.0,4,6,0.0,0,0,2,100.0,50.0,1,0,16200,10994,16200,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
38152411,,18000,18000,18000.0, 60 months,  8.19%,366.62,A,A5,PAROLE OFFICER,10+ years,RENT,110000.0,Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38152411,,debt_consolidation,Debt consolidation,021xx,MA,21.23,1,Sep-1995,730,734,1,22.0,,27,0,31350,29.8%,59,w,0.0,0.0,22012.6185520119,22012.62,18000.0,4012.62,0.0,0.0,0.0,Oct-2019,1456.4,,Aug-2020,799,795,0,,1,Individual,,,,0,0,63755,,,,,,,,,,,,96100,,,,9,2361,50941.0,29.3,0,0,231.0,176,8,8,2,8.0,,5.0,22.0,0,14,21,15,24,16,23,39.0,21,27,0.0,0,0,3,96.6,6.7,0,0,141316,63755,75900,44207,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
53544644,,14000,14000,14000.0, 36 months,  7.89%,438.0,A,A5,Heavy equipment operator,10+ years,OWN,50000.0,Source Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=53544644,,debt_consolidation,Debt consolidation,136xx,NY,17.34,1,Nov-1993,750,754,0,20.0,,8,0,3395,6.2%,12,w,0.0,0.0,15761.820797637,15761.82,14000.0,1761.82,0.0,0.0,0.0,Jul-2018,437.96,,Jul-2018,739,735,0,,1,Individual,,,,0,0,17749,,,,,,,,,,,,55000,,,,3,2536,51605.0,6.2,0,0,110.0,259,4,4,1,4.0,47.0,,47.0,0,4,4,5,6,4,6,7.0,4,8,0.0,0,0,2,83.3,0.0,0,0,85108,17749,55000,30108,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
55533535,,10925,10925,10925.0, 60 months, 20.99%,295.5,E,E5,Supervisor,10+ years,RENT,40391.0,Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55533535,,credit_card,Credit card refinancing,392xx,MS,19.11,0,Sep-1992,660,664,1,74.0,,30,0,9678,72.2%,44,w,0.0,0.0,12215.47,12215.47,10925.0,1290.47,0.0,0.0,0.0,Mar-2016,10467.95,,Nov-2019,539,535,0,74.0,1,Individual,,,,0,0,188376,,,,,,,,,,,,13400,,,,7,6279,981.0,87.6,0,0,274.0,87,14,9,0,14.0,,4.0,74.0,1,7,12,7,7,31,12,13.0,12,30,0.0,0,0,3,97.7,71.4,0,0,185694,188376,7900,172294,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
51817676,,15000,15000,14975.0, 36 months,  9.17%,478.19,B,B2,ADMISTRATION CLERK,8 years,RENT,46000.0,Not Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51817676,,debt_consolidation,Debt consolidation,113xx,NY,21.39,0,Dec-1999,690,694,0,41.0,,12,0,7712,38.9%,37,f,0.0,0.0,16308.2400082276,16281.06,15000.0,1308.24,0.0,0.0,0.0,Jul-2016,10577.6,,Aug-2020,809,805,0,,1,Individual,,,,0,280,29279,,,,,,,,,,,,19800,,,,5,2662,10288.0,42.8,0,0,102.0,186,4,4,0,4.0,41.0,9.0,41.0,0,6,6,7,16,4,10,33.0,6,12,0.0,0,0,3,97.3,14.3,0,0,46635,29279,18000,26835,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
49363267,,13500,13500,13500.0, 36 months, 11.53%,445.37,B,B5,General Manager,8 years,RENT,70000.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=49363267,,debt_consolidation,Debt consolidation,840xx,UT,15.62,0,Jun-2005,660,664,1,42.0,,13,0,12641,63.8%,18,w,0.0,0.0,16024.615545601999,16024.62,13500.0,2524.62,0.0,0.0,0.0,May-2018,445.32,,Oct-2019,629,625,0,69.0,1,Individual,,,,0,0,20896,,,,,,,,,,,,19800,,,,6,1741,724.0,92.5,0,0,116.0,119,1,1,0,7.0,42.0,1.0,42.0,0,5,9,5,7,4,12,14.0,9,13,0.0,0,0,4,66.7,80.0,0,0,44172,20896,9600,24372,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
55241434,,7200,7200,7200.0, 36 months, 12.29%,240.15,C,C1,Screen lab tech,3 years,MORTGAGE,41600.0,Not Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55241434,,credit_card,Credit card refinancing,282xx,NC,23.83,0,Jul-2005,675,679,3,62.0,69.0,18,1,9058,25.4%,35,f,0.0,0.0,7406.26,7406.26,7200.0,206.26,0.0,0.0,0.0,Oct-2015,6935.79,,Jul-2018,649,645,0,62.0,1,Individual,,,,0,0,49217,,,,,,,,,,,,35600,,,,8,2734,5076.0,51.2,0,0,120.0,56,4,4,1,8.0,,3.0,,1,5,9,5,5,21,13,13.0,9,18,0.0,0,0,5,96.9,0.0,1,0,82030,49217,10400,46430,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
65791753,,20000,20000,20000.0, 36 months, 12.05%,664.77,C,C1,Custodian 2 supervisor,6 years,OWN,51145.0,Not Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65791753,,debt_consolidation,Debt consolidation,130xx,NY,35.73,0,Mar-2001,675,679,0,37.0,,7,0,9863,82.9%,21,f,0.0,0.0,23921.369627005297,23921.37,20000.0,3921.37,0.0,0.0,0.0,Dec-2018,3.04,,Jan-2020,674,670,0,37.0,1,Individual,,,,0,50,36641,,,,,,,,,,,,11900,,,,2,5234,1186.0,88.6,0,0,133.0,176,36,13,0,36.0,78.0,,78.0,3,3,4,3,7,11,4,10.0,4,7,0.0,0,0,0,71.4,100.0,0,0,60919,36641,10400,49019,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
54828796,,21000,21000,21000.0, 36 months, 13.99%,717.63,C,C4,quality manager,9 years,MORTGAGE,130000.0,Not Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=54828796,,home_improvement,Home improvement,334xx,FL,13.15,0,Mar-2000,660,664,0,39.0,,7,0,2686,11.1%,30,w,0.0,0.0,24003.76,24003.76,21000.0,3003.76,0.0,0.0,0.0,Sep-2016,14707.21,,Apr-2020,759,755,0,39.0,1,Individual,,,,0,0,313505,,,,,,,,,,,,24300,,,,4,44786,19654.0,7.3,0,0,94.0,184,8,2,5,29.0,39.0,4.0,39.0,9,2,4,2,5,10,4,12.0,4,7,0.0,0,0,4,75.0,50.0,0,0,349110,43993,21200,53816,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
45644919,,10000,10000,10000.0, 36 months, 10.99%,327.34,B,B4,Driver,7 years,MORTGAGE,56000.0,Not Verified,Apr-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=45644919,,debt_consolidation,Debt consolidation,841xx,UT,13.09,2,Apr-2003,665,669,0,15.0,78.0,15,1,7841,46.7%,34,w,0.0,0.0,11559.601735862,11559.6,10000.0,1559.6,0.0,0.0,0.0,Apr-2017,4036.89,,Sep-2017,699,695,0,15.0,1,Individual,,,,0,0,158694,,,,,,,,,,,,16800,,,,7,12207,4435.0,59.7,0,0,138.0,144,7,5,6,7.0,23.0,5.0,23.0,1,4,7,4,8,7,10,18.0,7,13,0.0,0,1,3,92.6,25.0,1,0,175295,22146,11000,15288,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
57136065,,13000,13000,13000.0, 36 months, 13.33%,440.1,C,C3,RN Charge Emergency Department,10+ years,MORTGAGE,70000.0,Not Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57136065,,debt_consolidation,Debt consolidation,640xx,MO,2.83,3,Nov-1994,665,669,2,9.0,57.0,8,1,1480,30%,30,w,0.0,0.0,15858.2394992646,15858.24,13000.0,2858.24,0.0,0.0,0.0,Jul-2018,887.39,,May-2019,719,715,0,32.0,1,Individual,,,,0,0,86891,,,,,,,,,,,,5000,,,,4,12413,1250.0,41.0,0,0,141.0,249,19,13,1,40.0,53.0,2.0,9.0,0,1,6,3,7,7,6,22.0,6,7,,0,0,0,63.0,0.0,0,0,99000,1480,1250,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
67428838,,15275,15275,15275.0, 60 months, 18.49%,391.97,E,E2,CDL Driver,8 years,MORTGAGE,63000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67428838,,debt_consolidation,Debt consolidation,770xx,TX,23.39,0,Nov-2004,680,684,1,,,14,0,13870,71.5%,17,w,1509.1,1509.1,21816.94,21816.94,13765.9,8051.04,0.0,0.0,0.0,Aug-2020,391.97,Sep-2020,Aug-2020,624,620,0,,1,Individual,,,,0,0,197042,1.0,1.0,0.0,0.0,35.0,23935.0,,3.0,6.0,1794.0,72.0,19400,5.0,0.0,6.0,7,14074,335.0,90.9,0,0,133.0,43,2,2,1,36.0,,0.0,,0,3,12,3,3,3,12,13.0,12,14,0.0,0,0,4,100.0,100.0,0,0,217772,37805,3700,37795,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
59139225,,31500,31500,31375.0, 60 months, 16.55%,775.26,D,D2,Land Surveyor,10+ years,MORTGAGE,85000.0,Source Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59139225,,debt_consolidation,Debt consolidation,254xx,WV,14.91,0,Mar-2005,690,694,0,,,8,0,23128,58.1%,21,f,0.0,0.0,39311.9126803694,39155.91,31500.0,7811.91,0.0,0.0,0.0,May-2017,24639.89,,Sep-2019,669,665,0,,1,Individual,,,,0,269,267271,,,,,,,,,,,,39800,,,,3,33409,16672.0,58.1,0,0,125.0,117,21,5,4,21.0,,6.0,,0,4,4,6,11,5,6,12.0,4,8,0.0,0,0,1,100.0,50.0,0,0,306666,32119,39800,30712,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
66955130,,14950,14950,14950.0, 36 months, 19.89%,554.76,E,E3,Furniture sales,7 years,MORTGAGE,55000.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66955130,,debt_consolidation,Debt consolidation,890xx,NV,19.77,0,Jul-2004,665,669,1,,72.0,15,1,17082,78.4%,25,w,0.0,0.0,14212.9,14212.9,8781.61,4934.93,55.48,440.88,79.3584,May-2018,1137.26,,Nov-2019,624,620,0,,1,Individual,,,,0,0,205099,5.0,4.0,2.0,2.0,3.0,31269.0,88.0,4.0,8.0,5767.0,84.0,21800,0.0,4.0,6.0,11,13673,1033.0,84.8,0,0,122.0,129,2,2,2,17.0,,2.0,,0,1,5,2,3,8,10,15.0,5,15,0.0,0,0,7,100.0,50.0,1,0,214118,48351,6800,35570,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,UNEMPLOYMENT,COMPLETED,3.0,128.39,Oct-2017,Jan-2018,Nov-2017,3.0,21.0,Late (16-30 days),385.17,7991.51,173.36,N,,,,,,
63813146,,35000,35000,34850.0, 36 months, 16.55%,1240.03,D,D2,Consult Laboratory System Educator,3 years,MORTGAGE,85000.0,Source Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63813146,,credit_card,Credit card refinancing,372xx,TN,28.19,0,Apr-1990,710,714,0,,,22,0,40692,79.5%,46,f,0.0,0.0,43695.0697304022,43507.81,35000.0,8633.07,62.0000000736,0.0,0.0,Nov-2017,15015.84,,Aug-2020,764,760,0,,1,Individual,,,,0,0,269498,,,,,,,,,,,,51200,,,,9,12833,0.0,100.6,0,0,130.0,306,4,1,3,4.0,,10.0,,0,5,9,5,11,19,12,24.0,9,22,0.0,0,0,6,100.0,100.0,0,0,355710,111102,30000,90610,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
66630567,,10800,10800,10800.0, 60 months, 16.99%,268.35,D,D3,legal coordinator,9 years,RENT,41000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66630567,,debt_consolidation,Debt consolidation,294xx,SC,29.97,0,Jul-2007,680,684,3,,,11,0,9274,54.9%,19,w,0.0,0.0,11942.52,11942.52,10800.0,1142.52,0.0,0.0,0.0,Jul-2016,10342.61,,Apr-2020,699,695,0,,1,Individual,,,,0,0,47256,,,,,,,,,,,,16900,,,,4,4296,632.0,84.2,0,0,90.0,101,15,3,0,55.0,,1.0,,0,2,5,2,3,13,5,6.0,5,11,0.0,0,0,3,100.0,50.0,0,0,55606,47256,4000,38706,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
57355537,,5000,5000,5000.0, 36 months,  8.18%,157.1,B,B1,Inspector ,3 years,MORTGAGE,30000.0,Source Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57355537,,credit_card,Credit card refinancing,130xx,NY,12.28,0,May-1997,670,674,1,,72.0,10,1,5312,28.9%,22,w,0.0,0.0,5653.222166421,5653.22,5000.0,653.22,0.0,0.0,0.0,Aug-2018,156.99,,Feb-2020,724,720,0,,1,Individual,,,,0,0,101716,,,,,,,,,,,,18400,,,,4,12715,8888.0,37.4,0,0,124.0,218,15,4,1,15.0,,4.0,,0,4,4,5,9,5,8,16.0,4,9,0.0,0,0,2,100.0,25.0,1,0,115655,12622,14200,7480,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
38539044,,20000,20000,20000.0, 36 months, 16.49%,707.99,D,D3,Facility Coordinator,10+ years,RENT,100000.0,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38539044,,debt_consolidation,Debt consolidation,787xx,TX,22.51,0,Nov-1981,665,669,5,,115.0,18,1,28359,52%,36,f,0.0,0.0,22140.61,22140.61,20000.0,2140.61,0.0,0.0,0.0,Sep-2015,17221.32,,Feb-2018,744,740,0,,1,Individual,,,,0,0,63843,,,,,,,,,,,,54500,,,,10,3547,5917.0,76.5,0,0,106.0,398,1,1,1,1.0,,1.0,,0,7,12,8,9,16,15,18.0,12,18,0.0,0,0,6,100.0,62.5,1,0,107290,63843,25200,40344,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
45212248,,4500,4500,4500.0, 36 months,  7.89%,140.79,A,A5,boilermaker,8 years,RENT,67000.0,Not Verified,Apr-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=45212248,,major_purchase,Major purchase,644xx,MO,9.78,1,Aug-1998,705,709,1,8.0,77.0,7,1,4039,27.3%,14,w,0.0,0.0,5065.9042750899,5065.9,4500.0,565.9,0.0,0.0,0.0,May-2018,1.4,,Feb-2020,614,610,1,8.0,1,Individual,,,,0,0,23178,,,,,,,,,,,,14800,,,,3,3311,5498.0,38.9,0,0,35.0,173,5,5,0,5.0,,1.0,,1,3,5,3,4,3,6,10.0,5,7,0.0,0,1,1,92.9,0.0,1,0,37185,23178,9000,22385,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
63285119,,25000,25000,25000.0, 60 months,  9.99%,531.06,B,B3,Automation Engineer,5 years,MORTGAGE,63000.0,Not Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63285119,,credit_card,Credit card refinancing,460xx,IN,4.32,0,Sep-1997,705,709,0,68.0,,8,0,3977,31.3%,26,w,0.0,0.0,30826.2233844225,30826.22,25000.0,5826.22,0.0,0.0,0.0,Dec-2018,11190.88,,Jan-2019,614,610,0,69.0,1,Individual,,,,0,0,119830,,,,,,,,,,,,12700,,,,1,14979,576.0,83.5,0,0,138.0,217,31,17,7,39.0,69.0,14.0,69.0,1,1,2,2,6,8,4,11.0,2,8,0.0,0,0,0,92.3,50.0,0,0,165200,4697,3500,2500,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
48051348,,5125,5125,5125.0, 36 months, 15.61%,179.2,D,D1,tech,2 years,RENT,37740.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=48051348,,debt_consolidation,Debt consolidation,279xx,NC,16.76,0,Feb-2008,660,664,0,,,8,0,5977,76.6%,11,f,0.0,0.0,5458.95,5458.95,5125.0,333.95,0.0,0.0,0.0,Oct-2015,4751.04,,Jul-2019,584,580,0,,1,Individual,,,,0,90,17471,,,,,,,,,,,,7800,,,,6,2184,560.0,88.3,0,0,21.0,87,8,8,0,8.0,,8.0,,0,4,6,4,5,3,6,8.0,6,8,0.0,0,0,3,100.0,100.0,0,0,20600,17471,4800,12800,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
